EXE_TotalDuration_min,FAIL_TotalDuration_min,READY_TotalDuration_min,POWER_OFF_TotalDuration_min,N_Change_EXE_READY,N_Change_EXE_FAIL,N_Change_EXE_POWER_OFF,N_Change_READY_EXE,N_Change_READY_FAIL,N_Change_READY_POWER_OFF,N_Change_FAIL_READY,N_Change_FAIL_EXE,N_Change_FAIL_POWER_OFF,N_Change_POWER_OFF_EXE,N_Change_POWER_OFF_READY,N_Change_POWER_OFF_FAIL,Serial Number,Date,Subtechnology_Name_ITA,Shipment Date,Manufacturing Date,Cluster_Label
492,98,101,14,8,0,0,8,4,5,3,0,2,0,6,1,MC_1455,2025-03-27,sub_3,2022-10-31 00:00:00.000,2022-10-20 00:00:00.000,High Execution / Productive
408,27,60,3,7,0,0,6,12,5,6,1,6,0,9,2,MC_1455,2025-03-28,sub_3,2022-10-31 00:00:00.000,2022-10-20 00:00:00.000,High Execution / Productive
228,4,86,36,11,0,0,10,4,4,3,1,1,0,4,0,MC_1455,2025-03-29,sub_3,2022-10-31 00:00:00.000,2022-10-20 00:00:00.000,Normal Operation (Balanced Use)
163,0,100,66,8,0,0,8,1,4,0,0,1,0,4,0,MC_1456,2025-03-01,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Normal Operation (Balanced Use)
365,3,255,72,10,1,0,11,3,6,4,0,2,0,6,3,MC_1456,2025-03-03,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
312,8,102,58,16,5,0,19,6,12,5,2,7,0,17,2,MC_1456,2025-03-04,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
393,0,264,25,18,0,0,18,2,9,2,0,1,0,9,1,MC_1456,2025-03-05,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
305,1,213,16,21,0,0,21,12,11,5,0,7,0,18,0,MC_1456,2025-03-06,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
285,0,115,213,10,0,0,10,4,5,1,0,3,0,8,0,MC_1456,2025-03-07,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Normal Operation (Balanced Use)
241,0,24,32,4,0,0,4,1,1,1,0,0,0,0,0,MC_1456,2025-03-08,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Normal Operation (Balanced Use)
400,2,109,92,7,4,4,8,5,3,5,7,5,0,4,8,MC_1456,2025-03-10,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
288,4,182,588,12,1,1,14,3,6,4,0,3,0,8,3,MC_1456,2025-03-11,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Normal Operation (Balanced Use)
385,3,151,30,13,2,0,15,6,11,6,0,3,0,12,1,MC_1456,2025-03-12,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
416,0,216,738,11,0,0,11,3,8,2,0,1,0,10,0,MC_1456,2025-03-13,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
270,2,143,64,8,0,0,8,2,7,3,0,0,0,5,1,MC_1456,2025-03-14,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
60,2,526,108,5,0,0,6,3,1,3,0,1,0,2,1,MC_1456,2025-03-17,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Idle–Stable (High Ready Time)
167,7,282,1,9,0,0,8,1,3,1,0,0,0,2,0,MC_1456,2025-03-18,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Idle–Stable (High Ready Time)
183,0,351,650,8,0,1,10,0,2,0,0,0,0,4,0,MC_1456,2025-03-19,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Normal Operation (Balanced Use)
175,2,348,37,12,0,0,11,1,4,1,0,0,0,3,0,MC_1456,2025-03-20,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Idle–Stable (High Ready Time)
0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,MC_1456,2025-03-21,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Normal Operation (Balanced Use)
288,41,174,33,12,2,0,13,7,6,5,2,3,0,9,1,MC_1456,2025-03-24,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
113,1,391,62,7,0,0,6,0,1,0,0,1,1,0,1,MC_1456,2025-03-25,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Idle–Stable (High Ready Time)
493,2,94,13,8,3,2,8,2,2,4,1,0,3,1,0,MC_1456,2025-03-26,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
474,2,102,7,8,1,2,11,2,4,4,0,0,0,4,1,MC_1456,2025-03-27,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
457,0,94,228,9,0,3,10,1,3,1,0,0,2,4,0,MC_1456,2025-03-28,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,High Execution / Productive
296,0,31,743,5,0,2,6,0,1,0,0,0,1,2,0,MC_1456,2025-03-29,sub_3,2022-10-31 00:00:00.000,2022-10-21 00:00:00.000,Normal Operation (Balanced Use)
229,8,46,63,11,0,5,14,11,5,9,2,7,0,10,6,MC_1457,2025-03-01,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,Normal Operation (Balanced Use)
360,4,114,174,12,0,3,13,4,7,3,2,3,0,9,5,MC_1457,2025-03-03,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
239,16,111,91,30,1,2,31,18,10,7,2,16,0,22,6,MC_1457,2025-03-04,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
429,126,92,40,34,3,16,45,11,11,8,8,10,0,26,11,MC_1457,2025-03-05,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
380,1,123,7,15,1,2,17,7,7,6,1,4,0,9,4,MC_1457,2025-03-06,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
319,28,79,155,10,0,5,14,4,5,3,1,6,0,10,6,MC_1457,2025-03-07,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
255,0,20,25,9,0,5,14,1,0,1,0,2,0,5,1,MC_1457,2025-03-08,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,Normal Operation (Balanced Use)
313,6,197,29,16,0,7,23,9,7,6,0,6,0,17,4,MC_1457,2025-03-10,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
267,14,198,193,24,2,8,30,12,7,9,4,10,0,16,9,MC_1457,2025-03-11,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
330,20,172,13,18,1,1,17,10,12,8,3,9,0,14,8,MC_1457,2025-03-12,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
371,12,134,11,14,0,15,20,5,6,2,8,4,1,14,10,MC_1457,2025-03-13,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
149,11,161,166,17,0,3,18,10,8,3,2,13,0,16,7,MC_1457,2025-03-14,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,Normal Operation (Balanced Use)
208,32,210,90,16,6,4,26,10,8,14,0,5,0,15,3,MC_1457,2025-03-17,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,Normal Operation (Balanced Use)
243,25,201,51,32,1,1,32,14,18,8,2,9,0,23,4,MC_1457,2025-03-18,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
348,0,184,130,17,0,4,20,4,7,3,1,4,0,12,4,MC_1457,2025-03-19,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
276,9,195,84,18,5,3,23,5,17,8,3,5,0,18,6,MC_1457,2025-03-20,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
110,22,176,51,17,1,1,19,8,13,9,0,5,0,14,5,MC_1457,2025-03-21,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,Normal Operation (Balanced Use)
273,2,137,31,22,0,6,27,4,5,5,1,2,0,10,4,MC_1457,2025-03-24,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
267,88,144,78,12,5,8,17,5,9,3,7,5,1,15,6,MC_1457,2025-03-25,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
369,8,154,68,37,1,5,40,17,16,16,3,7,0,21,7,MC_1457,2025-03-26,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
478,4,87,18,25,4,11,32,13,10,11,8,8,0,19,10,MC_1457,2025-03-27,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
346,4,73,121,20,3,17,34,15,10,14,6,8,0,24,10,MC_1457,2025-03-28,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,High Execution / Productive
269,1,58,742,8,0,2,9,4,3,2,1,3,0,6,2,MC_1457,2025-03-29,sub_3,2022-11-28 00:00:00.000,2022-11-21 00:00:00.000,Normal Operation (Balanced Use)
145,33,103,61,16,1,0,16,11,11,12,1,6,0,9,7,MC_1458,2025-03-01,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
199,3,433,62,34,0,0,33,12,9,7,0,8,1,14,3,MC_1458,2025-03-03,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Idle–Stable (High Ready Time)
264,2,88,123,14,0,0,13,3,10,0,1,1,0,11,0,MC_1458,2025-03-04,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
358,60,199,35,21,1,0,22,9,7,7,0,5,0,10,2,MC_1458,2025-03-05,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,High Execution / Productive
341,5,156,24,14,0,6,19,7,4,5,0,4,1,12,1,MC_1458,2025-03-06,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,High Execution / Productive
300,3,253,46,12,3,0,15,5,6,8,0,2,0,6,2,MC_1458,2025-03-07,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,High Execution / Productive
201,2,68,55,10,0,3,12,5,7,2,1,3,0,12,1,MC_1458,2025-03-08,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
303,1,250,26,20,0,0,20,5,12,6,0,3,0,10,4,MC_1458,2025-03-10,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,High Execution / Productive
288,1,222,474,13,0,0,13,6,5,3,0,4,0,8,1,MC_1458,2025-03-11,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
156,1,371,418,29,2,0,30,2,10,1,1,4,0,12,2,MC_1458,2025-03-12,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Idle–Stable (High Ready Time)
221,10,399,739,28,0,0,28,6,13,4,0,5,0,16,3,MC_1458,2025-03-13,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
89,4,238,151,27,0,0,26,6,6,2,1,3,0,8,0,MC_1458,2025-03-14,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
259,2,244,37,27,1,0,28,5,6,7,0,5,0,6,6,MC_1458,2025-03-17,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,High Execution / Productive
126,3,257,103,15,1,6,21,5,9,7,2,2,0,12,5,MC_1458,2025-03-18,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
305,0,230,10,19,0,0,18,6,2,4,0,2,0,4,0,MC_1458,2025-03-19,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,High Execution / Productive
206,59,185,115,9,0,0,9,6,7,3,0,4,0,9,1,MC_1458,2025-03-20,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
36,62,245,18,8,1,1,10,2,3,2,0,2,0,5,2,MC_1458,2025-03-21,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
170,24,330,45,28,0,0,26,4,6,2,2,3,0,6,2,MC_1458,2025-03-24,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Idle–Stable (High Ready Time)
132,27,360,772,19,0,0,19,5,4,5,0,3,0,5,3,MC_1458,2025-03-25,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
371,4,189,39,21,2,6,28,10,9,7,1,6,0,19,2,MC_1458,2025-03-26,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,High Execution / Productive
498,0,96,11,12,2,2,16,7,5,4,0,4,0,11,0,MC_1458,2025-03-27,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,High Execution / Productive
467,33,75,511,17,0,3,18,15,8,11,2,8,0,14,5,MC_1458,2025-03-28,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,High Execution / Productive
274,0,43,29,9,2,0,11,10,4,6,0,6,0,9,0,MC_1458,2025-03-29,sub_3,2022-12-19 00:00:00.000,2022-12-07 00:00:00.000,Normal Operation (Balanced Use)
354,10,258,8,80,4,2,81,4,5,3,4,1,1,6,0,MC_1460,2025-03-03,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,High Execution / Productive
282,0,300,43,52,1,3,55,0,1,0,0,1,1,4,0,MC_1460,2025-03-05,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,High Execution / Productive
329,1,245,6,64,3,7,72,3,3,4,0,2,2,10,0,MC_1460,2025-03-06,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,High Execution / Productive
336,4,232,39,77,7,8,85,12,11,10,3,6,4,22,0,MC_1460,2025-03-07,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,High Execution / Productive
0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,MC_1460,2025-03-08,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,Normal Operation (Balanced Use)
117,5,284,60,34,6,4,43,12,7,13,1,5,0,14,1,MC_1460,2025-03-10,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,Idle–Stable (High Ready Time)
244,13,275,142,82,6,1,88,52,29,55,0,6,1,33,3,MC_1460,2025-03-11,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,High Execution / Productive
11,4,95,2,3,4,1,5,1,1,2,2,0,1,1,0,MC_1460,2025-03-12,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,Normal Operation (Balanced Use)
22,1,169,68,38,0,1,39,5,20,9,0,4,0,17,7,MC_1460,2025-03-22,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,Normal Operation (Balanced Use)
362,4,137,134,72,1,1,74,1,16,3,0,3,0,17,4,MC_1460,2025-03-24,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,High Execution / Productive
448,1,155,80,98,6,3,106,0,3,5,0,1,2,5,0,MC_1460,2025-03-25,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,High Execution / Productive
420,0,139,96,95,1,0,94,1,6,1,1,1,0,6,1,MC_1460,2025-03-26,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,High Execution / Productive
352,0,244,1,77,2,1,80,0,0,0,0,2,0,3,0,MC_1460,2025-03-27,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,High Execution / Productive
185,3,244,39,41,2,1,44,4,5,4,0,5,0,7,3,MC_1460,2025-03-28,sub_3,2023-01-31 00:00:00.000,2023-01-12 00:00:00.000,Idle–Stable (High Ready Time)
104,2,553,6,45,0,0,43,1,5,1,1,0,1,3,1,MC_1468,2025-03-03,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
86,10,422,138,33,1,0,33,2,3,3,1,0,0,2,1,MC_1468,2025-03-04,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
16,0,527,121,4,1,0,4,1,2,1,1,0,0,2,0,MC_1468,2025-03-05,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
209,6,418,9,77,3,0,77,2,2,2,3,0,0,2,0,MC_1468,2025-03-06,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
0,8,0,60,0,0,0,0,0,0,0,0,2,0,0,2,MC_1468,2025-03-07,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Normal Operation (Balanced Use)
221,2,438,9,46,4,0,48,3,1,6,2,0,0,1,1,MC_1468,2025-03-10,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
235,1,407,82,53,0,0,52,1,3,1,1,0,0,1,1,MC_1468,2025-03-11,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
216,2,443,70,56,3,2,59,10,4,13,1,0,1,4,1,MC_1468,2025-03-12,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
169,12,456,91,42,1,2,42,4,3,3,3,1,0,4,2,MC_1468,2025-03-13,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
0,11,105,121,0,0,0,0,0,1,1,0,2,0,0,3,MC_1468,2025-03-14,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Normal Operation (Balanced Use)
365,1,365,0,82,5,0,87,5,1,10,0,0,0,1,0,MC_1468,2025-03-17,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,High Execution / Productive
68,1,646,9,12,0,0,11,0,4,1,1,0,0,2,2,MC_1468,2025-03-18,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
279,3,195,1,49,4,3,55,3,1,7,1,1,0,3,2,MC_1468,2025-03-19,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,High Execution / Productive
353,3,352,3,50,3,2,55,6,1,9,0,0,0,4,0,MC_1468,2025-03-20,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,High Execution / Productive
0,2,6,228,0,0,0,0,0,1,0,0,1,0,0,1,MC_1468,2025-03-21,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Normal Operation (Balanced Use)
174,3,542,6,33,0,2,34,1,0,1,1,1,0,2,2,MC_1468,2025-03-24,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
0,0,37,667,2,0,0,1,0,2,0,0,0,1,0,0,MC_1468,2025-03-25,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Normal Operation (Balanced Use)
307,5,253,151,76,2,1,78,3,2,4,1,0,0,4,0,MC_1468,2025-03-26,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,High Execution / Productive
5,0,423,253,10,1,0,11,7,9,8,0,0,0,9,0,MC_1468,2025-03-27,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
10,5,453,202,21,0,1,21,2,18,1,0,1,1,19,0,MC_1468,2025-03-28,sub_3,2023-12-22 00:00:00.000,2023-12-21 00:00:00.000,Idle–Stable (High Ready Time)
483,0,380,66,115,0,1,116,0,5,1,0,0,0,6,1,MC_1470,2025-03-03,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
543,1,349,54,147,0,0,147,1,10,1,0,1,0,9,1,MC_1470,2025-03-04,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
528,42,271,113,98,24,3,103,7,10,8,22,2,0,15,1,MC_1470,2025-03-05,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
452,0,417,78,216,1,0,217,0,5,2,0,0,0,3,1,MC_1470,2025-03-06,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
312,0,513,115,212,0,0,212,0,9,1,0,0,0,8,1,MC_1470,2025-03-07,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
188,0,69,37,28,0,0,28,0,2,1,0,0,0,1,1,MC_1470,2025-03-08,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,Normal Operation (Balanced Use)
433,0,318,54,130,2,0,132,0,6,3,0,0,0,5,1,MC_1470,2025-03-10,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
385,2,405,151,158,4,1,161,9,20,11,2,1,0,21,1,MC_1470,2025-03-11,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
507,0,326,112,124,0,0,124,0,7,1,0,0,0,6,1,MC_1470,2025-03-12,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
482,0,397,66,152,0,0,152,0,12,1,0,0,0,11,1,MC_1470,2025-03-13,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
284,20,465,137,151,2,0,153,7,14,9,0,1,0,14,1,MC_1470,2025-03-14,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
25,1,235,20,20,1,0,22,0,6,3,0,0,0,5,2,MC_1470,2025-03-15,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,Normal Operation (Balanced Use)
431,0,258,86,53,0,0,52,0,7,0,0,0,0,6,0,MC_1470,2025-03-17,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
338,0,490,57,169,1,0,170,0,8,1,0,1,0,9,1,MC_1470,2025-03-18,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
425,138,315,65,129,24,0,130,0,14,1,23,4,0,13,4,MC_1470,2025-03-19,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
323,5,409,201,52,0,1,53,0,9,0,0,1,0,11,1,MC_1470,2025-03-20,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
228,0,151,98,38,0,0,37,0,10,1,0,0,1,7,1,MC_1470,2025-03-21,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,Normal Operation (Balanced Use)
501,1,345,92,123,2,3,126,0,11,1,2,0,0,13,1,MC_1470,2025-03-24,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
541,0,356,12,122,0,0,122,0,5,2,0,0,0,3,2,MC_1470,2025-03-25,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
500,0,374,47,155,0,6,161,0,2,1,0,0,0,7,1,MC_1470,2025-03-26,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
500,0,333,110,91,0,1,92,0,15,1,0,0,0,15,1,MC_1470,2025-03-27,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
373,1,351,142,92,1,0,93,0,8,2,0,0,0,7,1,MC_1470,2025-03-28,sub_3,2023-05-22 00:00:00.000,2023-05-05 00:00:00.000,High Execution / Productive
186,0,49,46,41,0,0,41,1,3,2,0,0,0,3,1,MC_1471,2025-03-01,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Normal Operation (Balanced Use)
442,1,467,25,222,2,1,223,0,3,2,1,0,1,2,1,MC_1471,2025-03-03,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
485,8,447,7,184,18,0,201,0,5,18,1,0,0,4,1,MC_1471,2025-03-04,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
425,58,396,79,156,25,0,167,0,6,11,14,1,0,5,1,MC_1471,2025-03-05,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
349,0,555,11,209,0,0,209,0,3,1,0,0,0,3,1,MC_1471,2025-03-06,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
150,0,308,12,95,0,0,95,0,3,1,0,0,0,2,1,MC_1471,2025-03-07,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Idle–Stable (High Ready Time)
196,0,55,32,28,0,0,28,0,3,1,0,0,0,2,1,MC_1471,2025-03-08,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Normal Operation (Balanced Use)
333,1,481,42,259,0,0,259,0,5,1,0,0,0,3,1,MC_1471,2025-03-10,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
501,0,398,41,228,0,0,228,0,2,1,0,0,0,1,1,MC_1471,2025-03-11,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
497,2,423,19,84,1,0,85,0,6,1,0,1,0,6,1,MC_1471,2025-03-12,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
371,0,561,6,112,0,0,112,0,3,1,0,0,0,2,1,MC_1471,2025-03-13,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Idle–Stable (High Ready Time)
318,0,515,82,368,0,2,370,0,6,2,0,0,0,7,2,MC_1471,2025-03-14,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
110,0,168,1,52,0,0,53,0,1,0,0,0,0,1,0,MC_1471,2025-03-15,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Normal Operation (Balanced Use)
243,0,502,36,198,0,2,199,0,5,0,0,0,0,7,0,MC_1471,2025-03-17,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Idle–Stable (High Ready Time)
236,0,654,3,171,0,1,172,0,4,1,0,0,0,4,1,MC_1471,2025-03-18,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Idle–Stable (High Ready Time)
335,0,585,27,221,0,3,223,1,4,2,0,0,1,5,1,MC_1471,2025-03-19,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Idle–Stable (High Ready Time)
314,0,527,108,218,0,0,218,0,10,1,0,0,0,9,1,MC_1471,2025-03-20,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
210,0,251,0,142,0,0,142,1,1,1,0,0,0,0,1,MC_1471,2025-03-21,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
101,0,186,2,94,0,0,94,1,1,1,0,0,0,1,0,MC_1471,2025-03-22,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Normal Operation (Balanced Use)
236,2,632,61,156,0,1,157,1,5,2,0,0,0,5,0,MC_1471,2025-03-24,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,Idle–Stable (High Ready Time)
406,0,483,6,237,0,1,238,2,1,2,0,0,0,2,1,MC_1471,2025-03-25,sub_3,2023-05-22 00:00:00.000,2023-05-18 00:00:00.000,High Execution / Productive
